                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.34477,                0.62638,                0.91243,                0.48917,                0.88614,                0.50118,                0.49458,                0.13259,                0.45891,                0.77104,              0.0013369,              0.0013369,              0.0013369
                     12,                0.34318,                 0.6162,                0.91255,                0.49352,                0.85242,                0.51369,                0.50732,                 0.1271,                0.45655,                0.77146,              0.0013039,              0.0013039,              0.0013039
                     13,                0.34103,                0.61323,                0.91367,                 0.4909,                 0.9024,                0.51314,                0.50589,                 0.1242,                0.45651,                0.76897,              0.0012709,              0.0012709,              0.0012709
                     14,                0.33558,                0.60521,                0.90989,                0.49481,                0.87475,                0.50654,                0.49944,                0.12449,                0.45118,                0.76747,              0.0012379,              0.0012379,              0.0012379
                     15,                0.32649,                 0.6011,                0.90713,                0.49728,                0.83837,                0.51683,                0.51068,                0.11986,                0.44614,                0.76763,              0.0012049,              0.0012049,              0.0012049
                     16,                 0.3279,                 0.5936,                0.90984,                0.49987,                0.78868,                0.51349,                0.50474,                0.11617,                 0.4641,                0.76897,              0.0011719,              0.0011719,              0.0011719
                     17,                0.32096,                0.59773,                0.90862,                0.50213,                0.81678,                0.52052,                0.51424,                0.11019,                0.43942,                0.76796,              0.0011389,              0.0011389,              0.0011389
                     18,                0.31284,                0.59036,                0.90147,                0.50196,                0.78158,                0.52467,                0.51897,                0.10994,                0.43804,                0.76774,              0.0011059,              0.0011059,              0.0011059
                     19,                0.31238,                0.59584,                0.90443,                0.47618,                0.76472,                0.52758,                 0.5204,                0.10038,                0.45118,                0.76616,              0.0010729,              0.0010729,              0.0010729
                     20,                 0.3056,                0.57846,                0.90198,                0.50551,                0.86469,                0.54064,                0.53523,                0.09955,                 0.4246,                0.76661,              0.0010399,              0.0010399,              0.0010399
                     21,                0.30798,                0.58682,                0.90457,                0.49949,                0.83378,                0.51548,                0.51071,                0.09853,                0.43152,                 0.7661,              0.0010069,              0.0010069,              0.0010069
                     22,                0.30607,                0.57513,                0.90332,                 0.5174,                  0.714,                0.54003,                0.53522,                0.09674,                0.42558,                0.76637,             0.00097386,             0.00097386,             0.00097386
                     23,                0.29984,                0.58173,                0.90046,                 0.5287,                0.68192,                0.55319,                0.54807,                0.09293,                0.41871,                  0.764,             0.00094085,             0.00094085,             0.00094085
                     24,                0.30039,                0.57651,                0.90122,                 0.5295,                0.69315,                0.56097,                0.55602,                0.09551,                0.41871,                0.76478,             0.00090785,             0.00090785,             0.00090785
                     25,                0.29208,                0.56513,                0.90044,                0.53205,                0.69107,                0.56697,                0.56213,                 0.0888,                 0.4131,                0.76451,             0.00087484,             0.00087484,             0.00087484
                     26,                0.29058,                0.57222,                0.89766,                0.54511,                0.68454,                0.57847,                 0.5738,                0.08789,                0.40981,                0.76399,             0.00084184,             0.00084184,             0.00084184
                     27,                0.28713,                0.56691,                0.89667,                0.54111,                  0.676,                0.58092,                0.57601,                0.08947,                  0.404,                 0.7643,             0.00080883,             0.00080883,             0.00080883
                     28,                0.28734,                0.54628,                0.89725,                0.55955,                0.64212,                0.59072,                0.58609,                0.08173,                0.39923,                0.76359,             0.00077582,             0.00077582,             0.00077582
                     29,                0.28233,                0.55126,                0.89575,                0.56839,                0.65679,                0.58995,                 0.5853,                0.08348,                0.39696,                0.76301,             0.00074282,             0.00074282,             0.00074282
                     30,                0.28057,                0.54652,                0.89642,                0.56828,                0.69236,                0.60658,                0.60162,                0.08262,                0.38753,                0.76379,             0.00070981,             0.00070981,             0.00070981
                     31,                0.27712,                0.53553,                0.89457,                0.58271,                  0.658,                0.62643,                0.62169,                0.07973,                0.37607,                 0.7631,              0.0006768,              0.0006768,              0.0006768
                     32,                0.27626,                0.53888,                0.89384,                0.59333,                0.66874,                0.62992,                0.62516,                0.08111,                0.37311,                0.76385,              0.0006438,              0.0006438,              0.0006438
                     33,                0.27609,                0.53272,                0.89146,                  0.613,                0.70439,                0.66225,                0.65735,                0.08016,                0.35922,                0.76363,             0.00061079,             0.00061079,             0.00061079
                     34,                0.27595,                 0.5217,                0.89348,                0.66252,                0.67364,                0.68728,                0.68182,                0.07538,                0.34244,                0.76369,             0.00057778,             0.00057778,             0.00057778
                     35,                0.26854,                0.51599,                0.89253,                0.67819,                0.67586,                0.69636,                0.69126,                0.07857,                0.33712,                0.76279,             0.00054478,             0.00054478,             0.00054478
                     36,                0.26657,                0.51361,                0.89213,                0.68059,                0.69525,                0.70418,                0.69866,                0.07846,                 0.3352,                0.76299,             0.00051177,             0.00051177,             0.00051177
                     37,                 0.2641,                 0.5075,                0.89237,                0.73219,                0.66682,                 0.7251,                0.71942,                0.07708,                0.32683,                0.76272,             0.00047876,             0.00047876,             0.00047876
                     38,                0.26062,                0.49954,                0.89028,                0.77802,                0.66929,                0.74254,                0.73708,                0.07591,                0.30884,                0.76269,             0.00044576,             0.00044576,             0.00044576
                     39,                0.25834,                0.49184,                0.88755,                0.75469,                0.69058,                0.74843,                0.74342,                0.07418,                0.30246,                0.76224,             0.00041275,             0.00041275,             0.00041275
                     40,                0.25502,                 0.4845,                0.88739,                0.76525,                0.68982,                 0.7539,                0.74874,                0.07417,                 0.3053,                0.76219,             0.00037974,             0.00037974,             0.00037974
                     41,                0.11311,                0.32522,                0.76912,                0.79019,                0.71257,                0.77575,                0.77046,                0.07191,                0.28708,                0.76129,             0.00034674,             0.00034674,             0.00034674
                     42,                0.10468,                0.30133,                0.76906,                 0.8265,                0.74183,                0.79527,                0.78985,                0.06786,                0.26572,                 0.7612,             0.00031373,             0.00031373,             0.00031373
                     43,                0.10078,                0.28959,                0.76735,                0.84887,                0.74153,                0.81116,                 0.8057,                    inf,                0.24698,                0.76124,             0.00028072,             0.00028072,             0.00028072
                     44,                 0.1001,                0.27291,                0.76717,                0.88457,                0.74404,                0.82265,                0.81705,                    inf,                0.23749,                0.76055,             0.00024772,             0.00024772,             0.00024772
                     45,                0.09563,                0.26225,                 0.7655,                0.90038,                0.73831,                0.82408,                0.81797,                0.06314,                0.23315,                0.76046,             0.00021471,             0.00021471,             0.00021471
                     46,                0.09263,                0.25318,                0.76384,                0.87181,                0.76054,                0.82799,                 0.8218,                0.06217,                0.22754,                0.76063,              0.0001817,              0.0001817,              0.0001817
                     47,                0.09151,                 0.2407,                0.76493,                0.87433,                0.77003,                0.84118,                0.83476,                0.06112,                0.21709,                0.76009,              0.0001487,              0.0001487,              0.0001487
                     48,                0.08772,                0.23147,                0.76532,                0.89668,                0.77054,                0.84888,                0.84252,                0.06003,                0.20892,                0.76007,             0.00011569,             0.00011569,             0.00011569
                     49,                0.08706,                0.22511,                0.76477,                0.90414,                0.76756,                 0.8514,                0.84533,                0.05985,                0.20584,                0.75994,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.08524,                0.21813,                 0.7621,                0.91009,                 0.7691,                0.85378,                0.84741,                0.05928,                0.20282,                0.75994,             4.9677e-05,             4.9677e-05,             4.9677e-05
