                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.26553,                0.67441,                0.84668,                0.80583,                0.69346,                0.83187,                0.82206,                0.10219,                0.50864,                0.74999,             0.00052359,             0.00052359,             0.00052359
                     34,                 0.2646,                0.66768,                0.84762,                0.74032,                0.77251,                 0.8394,                0.83165,                0.09511,                0.48699,                0.75023,             0.00049529,             0.00049529,             0.00049529
                     35,                0.26339,                0.64731,                0.84857,                 0.7627,                0.77815,                0.85467,                0.84685,                0.09292,                0.47219,                0.74938,               0.000467,               0.000467,               0.000467
                     36,                0.25607,                0.62888,                0.84524,                 0.7968,                0.77176,                0.86835,                0.86054,                0.09579,                0.43198,                0.74888,              0.0004387,              0.0004387,              0.0004387
                     37,                0.25353,                0.61711,                0.84124,                 0.7715,                0.76779,                0.85631,                0.84836,                0.09323,                0.46638,                0.74978,             0.00041041,             0.00041041,             0.00041041
                     38,                0.24947,                0.60398,                0.84291,                0.81166,                0.77808,                0.86992,                0.86201,                0.08749,                0.42348,                0.74961,             0.00038211,             0.00038211,             0.00038211
                     39,                0.25245,                0.60053,                0.84401,                0.81179,                0.77536,                0.87762,                0.86827,                 0.0952,                0.42399,                0.74921,             0.00035382,             0.00035382,             0.00035382
                     40,                0.25308,                0.59563,                0.84138,                0.86239,                0.76381,                0.88887,                0.88223,                 0.0899,                0.38635,                0.74957,             0.00032553,             0.00032553,             0.00032553
                     41,                0.14488,                0.45069,                 0.7779,                0.87474,                0.77405,                0.89508,                0.88779,                0.08341,                0.36657,                0.74897,             0.00029723,             0.00029723,             0.00029723
                     42,                0.13863,                0.41762,                0.77615,                0.87111,                0.78406,                0.89995,                0.89295,                0.08815,                0.36692,                0.74817,             0.00026894,             0.00026894,             0.00026894
                     43,                0.13606,                0.40054,                0.77516,                0.88846,                0.78729,                0.90686,                0.90038,                0.08179,                0.33979,                0.74811,             0.00024064,             0.00024064,             0.00024064
                     44,                0.13001,                0.37908,                0.77618,                0.89231,                0.79299,                0.91174,                0.90403,                0.08176,                0.33079,                0.74767,             0.00021235,             0.00021235,             0.00021235
                     45,                0.12581,                0.36417,                0.76924,                  0.886,                0.81006,                0.91657,                0.90917,                0.07627,                 0.3161,                0.74739,             0.00018406,             0.00018406,             0.00018406
                     46,                0.12701,                0.35103,                0.77635,                0.90224,                0.80408,                0.91789,                0.91024,                0.07721,                 0.3133,                0.74738,             0.00015576,             0.00015576,             0.00015576
                     47,                0.12145,                0.34514,                0.76951,                 0.8804,                0.82447,                0.91883,                0.91171,                0.07383,                0.30776,                0.74751,             0.00012747,             0.00012747,             0.00012747
                     48,                0.11995,                0.32169,                0.77178,                0.89934,                0.81296,                0.92064,                0.91328,                0.07304,                0.29741,                0.74718,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.11669,                 0.3167,                0.77163,                0.89054,                0.82343,                0.92235,                0.91502,                0.07418,                0.29363,                0.74727,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.11431,                0.30944,                 0.7709,                0.88178,                0.82448,                0.92325,                0.91576,                0.07212,                0.29369,                0.74691,             4.2584e-05,             4.2584e-05,             4.2584e-05
