                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.22625,                0.94363,                0.81277,                0.36283,                0.92611,                0.52818,                0.52604,                0.07911,                0.89021,                0.75393,               0.005842,               0.005842,               0.005842
                     23,                0.22572,                0.93241,                0.81238,                0.36086,                0.92976,                0.53355,                0.53149,                 0.0773,                0.86574,                  0.754,               0.005644,               0.005644,               0.005644
                     24,                0.22218,                0.93595,                0.81193,                 0.3703,                0.88248,                0.53588,                  0.534,                0.07696,                0.86311,                0.75415,               0.005446,               0.005446,               0.005446
                     25,                 0.2211,                0.92628,                0.81163,                0.36944,                0.91303,                0.52865,                0.52698,                0.07619,                0.90124,                0.75315,               0.005248,               0.005248,               0.005248
                     26,                0.21638,                0.91919,                0.80773,                0.39392,                0.81418,                0.54971,                0.54804,                0.06854,                0.85422,                0.75276,                0.00505,                0.00505,                0.00505
                     27,                 0.2159,                 0.9165,                0.80963,                0.38042,                0.88952,                0.55533,                0.55382,                 0.0732,                0.84985,                0.75275,               0.004852,               0.004852,               0.004852
                     28,                0.21191,                0.91072,                0.80901,                0.37647,                0.89564,                0.56203,                0.55999,                0.07161,                0.83805,                0.75279,               0.004654,               0.004654,               0.004654
                     29,                0.21207,                0.90526,                0.81006,                0.39336,                0.86986,                0.57565,                0.57397,                0.07167,                0.82968,                0.75301,               0.004456,               0.004456,               0.004456
                     30,                0.21031,                0.90397,                0.81114,                0.39368,                0.87097,                0.58303,                0.58157,                0.07381,                0.81211,                0.75265,               0.004258,               0.004258,               0.004258
                     31,                0.20313,                0.89564,                0.80529,                0.39562,                0.85583,                0.57995,                0.57845,                0.06464,                0.81303,                0.75247,                0.00406,                0.00406,                0.00406
                     32,                0.20364,                0.89278,                0.80837,                0.40548,                0.84599,                0.59301,                0.58931,                 0.0643,                0.79499,                0.75273,               0.003862,               0.003862,               0.003862
                     33,                0.20132,                0.88039,                0.80777,                0.41023,                0.84889,                0.59456,                0.59235,                0.06766,                0.79981,                0.75283,               0.003664,               0.003664,               0.003664
                     34,                0.19696,                0.88057,                 0.8057,                 0.4253,                0.79276,                0.61119,                0.60885,                0.06778,                0.79145,                0.75232,               0.003466,               0.003466,               0.003466
                     35,                0.19585,                0.86777,                0.80749,                0.43935,                0.76228,                0.62686,                0.62444,                0.06252,                 0.7761,                0.75277,               0.003268,               0.003268,               0.003268
                     36,                0.19464,                0.85747,                0.80467,                0.43662,                0.80336,                0.63484,                0.63289,                0.06334,                0.77026,                0.75251,                0.00307,                0.00307,                0.00307
                     37,                0.19439,                0.85535,                0.80563,                0.48303,                0.71007,                0.64343,                0.64145,                0.06364,                 0.7681,                0.75264,               0.002872,               0.002872,               0.002872
                     38,                0.19035,                0.85063,                0.80554,                0.51865,                 0.6877,                0.66565,                0.66359,                0.06444,                0.74366,                0.75245,               0.002674,               0.002674,               0.002674
                     39,                0.18919,                0.83893,                0.80519,                0.52748,                0.68724,                0.67063,                0.66851,                0.06534,                0.74002,                0.75285,               0.002476,               0.002476,               0.002476
                     40,                0.18554,                0.83188,                0.80467,                0.54834,                0.66859,                 0.6781,                0.67568,                0.06582,                 0.7329,                0.75276,               0.002278,               0.002278,               0.002278
                     41,                 0.1054,                0.75832,                0.75638,                0.60079,                0.64965,                0.70322,                0.70102,                0.06105,                0.70636,                0.75233,                0.00208,                0.00208,                0.00208
                     42,                 0.1029,                0.73222,                0.75601,                0.61569,                 0.6702,                0.72816,                0.72606,                0.05541,                0.67609,                0.75206,               0.001882,               0.001882,               0.001882
                     43,                0.09941,                0.71071,                 0.7551,                0.64977,                0.68063,                0.74848,                0.74638,                0.05303,                0.64964,                0.75198,               0.001684,               0.001684,               0.001684
                     44,                0.09739,                 0.6898,                0.75423,                 0.6854,                0.67818,                0.76093,                0.75887,                0.05043,                0.63359,                0.75179,               0.001486,               0.001486,               0.001486
                     45,                0.09534,                0.66284,                0.75622,                0.68945,                0.68493,                0.77237,                0.77072,                0.05016,                0.61697,                0.75167,               0.001288,               0.001288,               0.001288
                     46,                0.09515,                0.64951,                0.75486,                0.70671,                0.69515,                0.78276,                 0.7811,                0.04849,                0.60268,                0.75163,                0.00109,                0.00109,                0.00109
                     47,                0.09272,                0.62816,                0.75361,                0.72458,                0.69391,                0.79393,                0.79204,                0.04649,                0.58737,                0.75154,               0.000892,               0.000892,               0.000892
                     48,                0.09006,                0.60445,                0.75292,                 0.7405,                0.69738,                0.80178,                0.80002,                 0.0464,                0.57512,                0.75152,               0.000694,               0.000694,               0.000694
                     49,                0.09006,                0.58633,                0.75329,                0.76259,                0.68639,                 0.8087,                0.80678,                0.04618,                0.56437,                0.75147,               0.000496,               0.000496,               0.000496
                     50,                0.08824,                0.57166,                0.75495,                0.75015,                0.70374,                0.81443,                0.81276,                0.04583,                0.55469,                0.75143,               0.000298,               0.000298,               0.000298
