                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.27543,                0.73652,                 0.8443,                0.64085,                0.73757,                 0.7551,                0.74463,                0.12128,                0.63831,                0.75077,             0.00063676,             0.00063676,             0.00063676
                     30,                0.27567,                0.71287,                0.84585,                0.68025,                0.69174,                0.74714,                0.73617,                0.11948,                0.63552,                0.74878,             0.00060847,             0.00060847,             0.00060847
                     31,                0.26983,                0.68156,                 0.8457,                0.69664,                 0.7193,                0.77805,                 0.7672,                 0.1126,                0.57999,                0.74899,             0.00058017,             0.00058017,             0.00058017
                     32,                0.27281,                 0.6907,                0.84475,                0.75527,                 0.7077,                0.80447,                0.79347,                0.10957,                0.53593,                 0.7489,             0.00055188,             0.00055188,             0.00055188
                     33,                0.26396,                0.67124,                0.84332,                0.69924,                 0.7352,                0.78696,                0.77657,                0.11693,                 0.5785,                0.74834,             0.00052359,             0.00052359,             0.00052359
                     34,                0.26351,                0.64466,                0.84388,                0.72346,                0.74468,                0.80244,                0.79088,                0.09978,                 0.5337,                0.74846,             0.00049529,             0.00049529,             0.00049529
                     35,                0.25764,                0.62981,                0.83959,                0.77814,                0.72219,                0.83013,                0.82028,                0.10166,                0.49952,                0.74774,               0.000467,               0.000467,               0.000467
                     36,                0.25903,                0.61884,                0.84383,                0.70498,                 0.7304,                0.79764,                0.78562,                0.11398,                0.59973,                 0.7482,              0.0004387,              0.0004387,              0.0004387
                     37,                0.25593,                0.61002,                0.83986,                0.76257,                 0.7353,                0.82458,                0.81331,                0.10625,                0.52096,                0.74792,             0.00041041,             0.00041041,             0.00041041
                     38,                0.25237,                0.59357,                0.84089,                0.79379,                0.72407,                 0.8311,                0.82127,                0.09832,                0.49016,                0.74872,             0.00038211,             0.00038211,             0.00038211
                     39,                0.24455,                0.58074,                0.83354,                0.77113,                0.74549,                0.83849,                0.82848,                0.10446,                0.48792,                0.74674,             0.00035382,             0.00035382,             0.00035382
                     40,                0.24652,                 0.5852,                0.84093,                0.76855,                0.77721,                0.84837,                0.83791,                0.10046,                0.45615,                0.74725,             0.00032553,             0.00032553,             0.00032553
                     41,                0.14323,                0.42891,                  0.773,                0.81811,                0.78215,                 0.8682,                0.85774,                 0.0892,                0.39795,                0.74695,             0.00029723,             0.00029723,             0.00029723
                     42,                0.13832,                0.39772,                0.77285,                0.80024,                0.79554,                0.86854,                0.85762,                0.09456,                0.41921,                 0.7464,             0.00026894,             0.00026894,             0.00026894
                     43,                0.13456,                0.36095,                0.77265,                 0.8358,                0.79554,                0.88576,                0.87563,                0.08552,                0.36299,                0.74612,             0.00024064,             0.00024064,             0.00024064
                     44,                0.13299,                0.35823,                0.77533,                0.84734,                 0.7943,                 0.8883,                0.87871,                0.08024,                0.35454,                0.74591,             0.00021235,             0.00021235,             0.00021235
                     45,                0.12751,                0.33748,                0.76971,                0.86068,                0.79241,                0.89144,                0.88141,                0.08152,                0.34877,                0.74555,             0.00018406,             0.00018406,             0.00018406
                     46,                0.12547,                0.31279,                 0.7713,                0.85532,                0.81482,                 0.8965,                 0.8858,                0.07937,                0.33522,                0.74508,             0.00015576,             0.00015576,             0.00015576
                     47,                0.12554,                0.30756,                0.77466,                0.84674,                0.82105,                0.89748,                0.88738,                  0.077,                0.33092,                 0.7447,             0.00012747,             0.00012747,             0.00012747
                     48,                0.12011,                0.28754,                0.76902,                0.87727,                0.80016,                0.89938,                0.88913,                0.07765,                0.32161,                0.74518,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.12007,                0.28237,                0.77226,                0.86852,                0.81659,                0.90183,                0.89153,                0.07669,                0.31536,                0.74459,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.11712,                0.27336,                0.76772,                0.87983,                0.82045,                0.90583,                0.89625,                0.07524,                0.30161,                0.74485,             4.2584e-05,             4.2584e-05,             4.2584e-05
