                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.28899,                0.81715,                0.85535,                0.43499,                 0.8796,                0.62983,                 0.6238,                0.11798,                0.67821,                0.75452,               0.004456,               0.004456,               0.004456
                     30,                0.28302,                0.80099,                0.85076,                0.44021,                0.88131,                0.63441,                0.62838,                0.11751,                0.67288,                0.75445,               0.004258,               0.004258,               0.004258
                     31,                0.28442,                0.79876,                0.85335,                0.44605,                0.88048,                0.64103,                0.63501,                0.11777,                0.66686,                0.75434,                0.00406,                0.00406,                0.00406
                     32,                0.28166,                 0.7853,                0.85306,                0.45095,                0.87304,                0.64568,                0.63957,                0.11796,                0.66232,                0.75438,               0.003862,               0.003862,               0.003862
                     33,                0.27949,                0.78267,                0.85207,                0.45698,                0.86049,                0.65059,                0.64447,                0.11796,                0.65773,                0.75449,               0.003664,               0.003664,               0.003664
                     34,                0.27841,                0.76705,                0.85236,                0.46263,                0.85163,                0.65511,                0.64902,                0.11812,                0.65381,                0.75445,               0.003466,               0.003466,               0.003466
                     35,                0.27325,                0.75689,                0.84912,                 0.4676,                0.84272,                0.66024,                0.65408,                0.11782,                0.64964,                0.75434,               0.003268,               0.003268,               0.003268
                     36,                 0.2725,                0.74355,                0.84968,                0.47442,                0.83668,                0.66513,                0.65902,                0.11774,                0.64592,                0.75434,                0.00307,                0.00307,                0.00307
                     37,                0.26883,                0.72943,                0.84872,                0.47851,                0.83511,                0.67021,                0.66415,                0.11745,                0.64224,                0.75435,               0.002872,               0.002872,               0.002872
                     38,                0.26965,                0.72526,                0.84874,                0.48498,                0.82848,                0.67517,                0.66907,                0.11749,                0.63848,                0.75431,               0.002674,               0.002674,               0.002674
                     39,                0.26774,                 0.7037,                0.84771,                0.49098,                0.82224,                0.68122,                0.67514,                0.11719,                0.63466,                0.75427,               0.002476,               0.002476,               0.002476
                     40,                0.26524,                0.69813,                0.84764,                0.49672,                0.81942,                0.68722,                0.68119,                0.11728,                0.63116,                0.75423,               0.002278,               0.002278,               0.002278
                     41,                0.14023,                0.51905,                0.76266,                0.50262,                0.81856,                0.69368,                0.68765,                0.11665,                0.62692,                0.75405,                0.00208,                0.00208,                0.00208
                     42,                0.13624,                0.48916,                0.76169,                0.51373,                0.81309,                0.70011,                0.69411,                0.11625,                0.62239,                0.75391,               0.001882,               0.001882,               0.001882
                     43,                0.13348,                0.46874,                 0.7613,                0.52351,                0.80761,                0.70751,                0.70157,                0.11576,                0.61785,                0.75373,               0.001684,               0.001684,               0.001684
                     44,                0.13158,                0.44838,                0.76136,                0.53977,                 0.7948,                0.71586,                0.70994,                0.11524,                0.61341,                0.75368,               0.001486,               0.001486,               0.001486
                     45,                0.12937,                0.42526,                0.76125,                0.56131,                0.78182,                0.72457,                0.71861,                0.11514,                0.60846,                0.75355,               0.001288,               0.001288,               0.001288
                     46,                0.12692,                0.41039,                0.76114,                0.57874,                 0.7773,                0.73403,                0.72807,                0.11491,                 0.6033,                0.75344,                0.00109,                0.00109,                0.00109
                     47,                0.12522,                0.39286,                0.76033,                0.60045,                0.77485,                0.74351,                0.73763,                0.11482,                0.59777,                0.75334,               0.000892,               0.000892,               0.000892
                     48,                 0.1238,                0.37762,                0.75983,                0.61488,                0.77112,                0.75327,                0.74732,                0.11395,                0.59202,                0.75321,               0.000694,               0.000694,               0.000694
                     49,                0.12167,                0.35613,                0.75933,                0.63053,                0.77124,                0.76287,                0.75701,                0.11299,                0.58623,                0.75298,               0.000496,               0.000496,               0.000496
                     50,                0.12002,                0.35056,                0.75893,                0.64792,                0.76964,                0.77207,                0.76618,                0.11265,                0.58003,                0.75287,               0.000298,               0.000298,               0.000298
